Date,Adj Close,Close,High,Low,Open,Volume
1999-05-17,0.036062531,0.039322998,0.039322998,0.036849,0.036979001,35760000
1999-05-18,0.037734382,0.041145999,0.041666999,0.038541999,0.039714001,151536000
1999-05-19,0.036062531,0.039322998,0.044530999,0.038672,0.042969,451728000
1999-05-20,0.033196643,0.036198001,0.039583001,0.034766,0.039583001,178176000
1999-05-21,0.032480419,0.035417002,0.035677001,0.034375001,0.035677001,303504000
1999-05-24,0.032360267,0.035286002,0.036458001,0.034766,0.035677001,162624000
1999-05-25,0.032599632,0.035546999,0.035937998,0.035156,0.035417002,130080000
1999-05-26,0.032480419,0.035417002,0.037239999,0.035417002,0.035417002,104736000
1999-05-27,0.032241035,0.035156,0.035677001,0.035156,0.035677001,82320000
1999-05-28,0.032599632,0.035546999,0.035677001,0.035156,0.035677001,88656000
1999-06-01,0.032718848,0.035677001,0.035677001,0.034896001,0.035417002,98544000
1999-06-02,0.031524811,0.034375001,0.035677001,0.034375001,0.035677001,130128000
1999-06-03,0.032360267,0.035286002,0.035546999,0.034896001,0.035286002,41568000
1999-06-04,0.032599632,0.035546999,0.035677001,0.035286002,0.035546999,78912000
1999-06-07,0.032958195,0.035937998,0.036458001,0.035677001,0.035742,125136000
1999-06-08,0.033793658,0.036849,0.037500001,0.035937998,0.036068,153312000
1999-06-09,0.034390703,0.037500001,0.038281001,0.036979001,0.036979001,95184000
1999-06-10,0.034509912,0.037629999,0.037760001,0.037239999,0.037500001,36096000
1999-06-11,0.033793658,0.036849,0.037760001,0.035546999,0.037629999,61008000
1999-06-14,0.032480419,0.035417002,0.036979001,0.035156,0.036913998,51648000
1999-06-15,0.032480419,0.035417002,0.035677001,0.034896001,0.035417002,49296000
1999-06-16,0.033435088,0.036458001,0.037500001,0.035417002,0.035937998,64416000
1999-06-17,0.032480419,0.035417002,0.036719002,0.035417002,0.036198001,74928000
1999-06-18,0.031286348,0.034115002,0.035677001,0.034115002,0.035677001,158736000
1999-06-21,0.032958195,0.035937998,0.035937998,0.034212001,0.035156,83472000
1999-06-22,0.032360267,0.035286002,0.035937998,0.034504998,0.035937998,193056000
1999-06-23,0.032958195,0.035937998,0.035937998,0.034504998,0.034896001,210912000
1999-06-24,0.032241035,0.035156,0.036198001,0.034896001,0.036198001,115200000
1999-06-25,0.032718848,0.035677001,0.036068,0.034896001,0.034896001,73536000
1999-06-28,0.033196643,0.036198001,0.036849,0.035417002,0.036849,109152000
1999-06-29,0.033555236,0.036589,0.037108999,0.036198001,0.036719002,92688000
1999-06-30,0.036540333,0.039843999,0.039843999,0.036979001,0.037760001,269232000
1999-07-01,0.034629136,0.037760001,0.039843999,0.035677001,0.039843999,88992000
1999-07-02,0.037137363,0.040495001,0.040495001,0.037500001,0.038281001,224880000
1999-07-06,0.037256584,0.040624999,0.040885001,0.040104002,0.040885001,198096000
1999-07-07,0.036540333,0.039843999,0.040885001,0.039843999,0.040885001,63120000
1999-07-08,0.037375811,0.040755,0.041405998,0.038802002,0.040104002,186048000
1999-07-09,0.040540658,0.044206001,0.044530999,0.040624999,0.040624999,211728000
1999-07-12,0.042391337,0.046224002,0.048177,0.045051999,0.046875,401040000
1999-07-13,0.042510565,0.046354,0.047005001,0.044271,0.046744999,138864000
1999-07-14,0.040838718,0.044530999,0.047396,0.044271,0.046354,137952000
1999-07-15,0.041078087,0.044792,0.046354,0.044792,0.044922002,137040000
1999-07-16,0.041913562,0.045703001,0.046094,0.044792,0.045573,103872000
1999-07-19,0.040838718,0.044530999,0.045963999,0.044271,0.045832999,43632000
1999-07-20,0.040122472,0.043749999,0.044530999,0.042188,0.044530999,178752000
1999-07-21,0.038928449,0.042447999,0.043228999,0.041145999,0.043228999,112080000
1999-07-22,0.037137363,0.040495001,0.042188,0.040104002,0.042188,213264000
1999-07-23,0.037137363,0.040495001,0.041666999,0.040364999,0.040364999,80256000
1999-07-26,0.037256584,0.040624999,0.041536,0.040624999,0.041536,60528000
1999-07-27,0.037375811,0.040755,0.040885001,0.040104002,0.040624999,98592000
1999-07-28,0.037972841,0.041405998,0.041926999,0.040495001,0.040624999,244224000
1999-07-29,0.038331419,0.041797001,0.041926999,0.040364999,0.040624999,388800000
1999-07-30,0.038450632,0.041926999,0.042969,0.041666999,0.041797001,452304000
1999-08-02,0.038809225,0.042318001,0.042447999,0.041666999,0.041926999,313344000
1999-08-03,0.037853617,0.041276,0.042318001,0.040885001,0.042318001,255216000
1999-08-04,0.037853617,0.041276,0.041666999,0.041145999,0.041536,89952000
1999-08-05,0.038450632,0.041926999,0.041926999,0.040624999,0.041276,240576000
1999-08-06,0.038450632,0.041926999,0.042057,0.041666999,0.041797001,183984000
1999-08-09,0.038450632,0.041926999,0.042447999,0.041666999,0.042057,31056000
1999-08-10,0.039166883,0.042707998,0.044530999,0.041926999,0.042188,212064000
1999-08-11,0.041794319,0.045573,0.046094,0.042969,0.04349,197712000
1999-08-12,0.043823831,0.047786001,0.048958,0.045573,0.045832999,239616000
1999-08-13,0.043346941,0.047265999,0.048307002,0.046875,0.047396,84672000
1999-08-16,0.041675102,0.045442998,0.047656,0.043880001,0.047656,223440000
1999-08-17,0.041794319,0.045573,0.046354,0.044401001,0.045573,193536000
1999-08-18,0.042749941,0.046615001,0.047134999,0.044140998,0.045051999,279888000
1999-08-19,0.051824506,0.056510001,0.059115,0.048177,0.049869999,1966992000
1999-08-20,0.05134761,0.055989999,0.057030998,0.053906001,0.056641001,353088000
1999-08-23,0.048242353,0.052604001,0.055208001,0.050781,0.055208001,507984000
1999-08-24,0.048003901,0.052344002,0.052864999,0.049219001,0.051823001,398064000
1999-08-25,0.047764551,0.052083001,0.052995,0.050000001,0.052474,350352000
1999-08-26,0.047048327,0.051302001,0.052864999,0.050521001,0.052083001,275376000
1999-08-27,0.049675744,0.054166999,0.056249999,0.052083001,0.052344002,552384000
1999-08-30,0.049496006,0.053971,0.056120001,0.051693,0.055078,158640000
1999-08-31,0.0537357,0.058594,0.058853999,0.053125001,0.054166999,786864000
1999-09-01,0.051227465,0.055858999,0.058594,0.054947998,0.058594,565344000
1999-09-02,0.050630447,0.055208001,0.055468999,0.052864999,0.054035999,341088000
1999-09-03,0.050989021,0.055599,0.057030998,0.055208001,0.056249999,258864000
1999-09-07,0.050750595,0.055339001,0.056510001,0.055078,0.056510001,124416000
1999-09-08,0.050630447,0.055208001,0.055858999,0.055208001,0.055468999,170064000
1999-09-09,0.049914204,0.054427002,0.056120001,0.053385001,0.055729002,209472000
1999-09-10,0.050630447,0.055208001,0.055989999,0.054947998,0.055339001,167424000
1999-09-13,0.048958585,0.053385001,0.055468999,0.052864999,0.055468999,174432000
1999-09-14,0.047526114,0.051823001,0.053385001,0.051562998,0.053385001,250368000
1999-09-15,0.04788468,0.052214,0.052864999,0.050781,0.051171999,212736000
1999-09-16,0.046689719,0.050911002,0.052083001,0.05026,0.051562998,158112000
1999-09-17,0.046570517,0.050781,0.051042002,0.048958,0.050586,171648000
1999-09-20,0.044898659,0.048958,0.050521001,0.048958,0.049869999,229104000
1999-09-21,0.040600277,0.044271,0.048177,0.043620002,0.047917001,737328000
1999-09-22,0.041555878,0.045313001,0.045573,0.041666999,0.044271,375984000
1999-09-23,0.038092051,0.041536,0.045573,0.041145999,0.045442998,379584000
1999-09-24,0.034629136,0.037760001,0.042707998,0.034896001,0.041666999,684912000
1999-09-27,0.036778785,0.040104002,0.040885001,0.037760001,0.040233999,432000000
1999-09-28,0.040122472,0.043749999,0.044271,0.040104002,0.040169001,413184000
1999-09-29,0.036898006,0.040233999,0.046354,0.039583001,0.044661,594048000
1999-09-30,0.036778785,0.040104002,0.042969,0.039583001,0.041666999,342528000
1999-10-01,0.036540333,0.039843999,0.040885001,0.037760001,0.039453,347760000
1999-10-04,0.037256584,0.040624999,0.041276,0.040104002,0.041145999,177600000
1999-10-05,0.040838718,0.044530999,0.044792,0.040624999,0.040624999,478080000
1999-10-06,0.045735028,0.049869999,0.052083001,0.044271,0.044661,1508736000
1999-10-07,0.042749941,0.046615001,0.051952999,0.046354,0.051952999,487296000
1999-10-08,0.044898659,0.048958,0.050391,0.044792,0.046615001,398928000
1999-10-11,0.043704614,0.047656,0.049479,0.046354,0.049348999,544464000
1999-10-12,0.043107592,0.047005001,0.048438001,0.046875,0.047917001,322992000
1999-10-13,0.041913562,0.045703001,0.046484001,0.044792,0.046484001,280368000
1999-10-14,0.041078087,0.044792,0.045832999,0.044271,0.045832999,192336000
1999-10-15,0.040838718,0.044530999,0.044792,0.042447999,0.042578001,210720000
1999-10-18,0.038689993,0.042188,0.044661,0.041926999,0.044661,215184000
1999-10-19,0.037137363,0.040495001,0.04349,0.039714001,0.04349,308928000
1999-10-20,0.038450632,0.041926999,0.042447999,0.040495001,0.041145999,348720000
1999-10-21,0.040241711,0.043880001,0.043880001,0.040624999,0.041797001,382128000
1999-10-22,0.041197304,0.044922002,0.046224002,0.043749999,0.043749999,286752000
1999-10-25,0.039166883,0.042707998,0.045313001,0.042707998,0.044661,213840000
1999-10-26,0.042988367,0.046875,0.048438001,0.044271,0.044530999,481248000
1999-10-27,0.041078087,0.044792,0.047396,0.044009998,0.047134999,214128000
1999-10-28,0.039166883,0.042707998,0.045832999,0.042447999,0.045051999,222768000
1999-10-29,0.042272121,0.046094,0.046875,0.042969,0.043228999,330528000
1999-11-01,0.044898659,0.048958,0.050781,0.045313001,0.045313001,782544000
1999-11-02,0.047764551,0.052083001,0.052344002,0.049479,0.049869999,837504000
1999-11-03,0.052421503,0.057161,0.058594,0.053776,0.054166999,2011680000
1999-11-04,0.055765204,0.060807001,0.062369999,0.057813,0.057813,1260336000
1999-11-05,0.053974133,0.058853999,0.063020997,0.055989999,0.0625,616368000
1999-11-08,0.055526763,0.060547002,0.062240001,0.055208001,0.057030998,470016000
1999-11-09,0.054690376,0.059634998,0.060676999,0.057291999,0.060417,272352000
1999-11-10,0.054213498,0.059115,0.059896,0.057943001,0.059831001,144048000
1999-11-11,0.058034059,0.063281,0.066405997,0.057813,0.059115,562704000
1999-11-12,0.061139323,0.066666998,0.066666998,0.062240001,0.066016003,501504000
1999-11-15,0.05994527,0.065365002,0.069141001,0.064323001,0.067121997,362208000
1999-11-16,0.065677054,0.071615003,0.072916999,0.066666998,0.066927001,723792000
1999-11-17,0.068184368,0.074349001,0.078125,0.071874999,0.072916999,786384000
1999-11-18,0.068422809,0.074608997,0.076563001,0.073958002,0.075911,235968000
1999-11-19,0.081916802,0.089322999,0.092448004,0.083333001,0.083594002,2165184000
1999-11-22,0.081797592,0.089193001,0.091666996,0.083853997,0.091601998,540192000
1999-11-23,0.075946584,0.082813002,0.083724,0.079167001,0.080077998,553248000
1999-11-24,0.073557571,0.080208004,0.083333001,0.074088998,0.082422003,406848000
1999-11-26,0.073080666,0.079687998,0.080208004,0.077082999,0.079426996,71760000
1999-11-29,0.070453249,0.076823004,0.080468997,0.075000003,0.079426996,298608000
1999-11-30,0.066153944,0.072135001,0.078385003,0.072135001,0.077082999,314688000
1999-12-01,0.06949766,0.075781003,0.076823004,0.072135001,0.072135001,223536000
1999-12-02,0.074632369,0.081380002,0.082422003,0.076041996,0.076041996,309888000
1999-12-03,0.072841331,0.079426996,0.083594002,0.078385003,0.082161002,342768000
1999-12-06,0.074871764,0.081641003,0.082030997,0.079687998,0.079687998,178608000
1999-12-07,0.072363518,0.078906,0.082422003,0.075781003,0.082291998,186384000
1999-12-08,0.075588018,0.082422003,0.083203003,0.078385003,0.078645997,201696000
1999-12-09,0.073319137,0.079948001,0.084375001,0.077082999,0.082291998,214944000
1999-12-10,0.072482742,0.079035997,0.081771001,0.077604003,0.081380002,98304000
1999-12-13,0.072244316,0.078776002,0.080858998,0.077082999,0.078125,183840000
1999-12-14,0.071050256,0.077473998,0.080858998,0.076692998,0.078906,273888000
1999-12-15,0.068781406,0.075000003,0.077344,0.073177002,0.076953001,205968000
1999-12-16,0.0683036,0.074478999,0.076563001,0.074219003,0.075391002,132576000
1999-12-17,0.071885742,0.078385003,0.079557002,0.076172002,0.076563001,262080000
1999-12-20,0.077856898,0.084895998,0.086425997,0.075781003,0.078515999,402432000
1999-12-21,0.081200555,0.088541999,0.088671997,0.081771001,0.084895998,388368000
1999-12-22,0.083110824,0.090625003,0.091666996,0.085417002,0.088802002,251184000
1999-12-23,0.088604182,0.096615002,0.096874997,0.090365,0.090755001,280224000
1999-12-27,0.085260518,0.092969,0.098828003,0.091926999,0.098697998,202416000
1999-12-28,0.085021131,0.092707999,0.096354,0.092448004,0.092969,179184000
1999-12-29,0.087887041,0.095833004,0.096874997,0.092448004,0.092513002,132144000
1999-12-30,0.088604182,0.096615002,0.097266003,0.094270997,0.095833004,139776000
1999-12-31,0.089678094,0.097786002,0.097916998,0.096093997,0.096418999,127344000
2000-01-03,0.08943966,0.097525999,0.099219002,0.091926999,0.098438002,300912000
2000-01-04,0.087051563,0.094921999,0.096093997,0.090103999,0.095833004,300480000
2000-01-05,0.08418566,0.091797002,0.09375,0.090494998,0.092188001,188352000
2000-01-06,0.078692339,0.085807003,0.091797002,0.082291998,0.091797002,120480000
2000-01-07,0.08000651,0.087240003,0.088151,0.084114999,0.085417002,71184000
2000-01-10,0.082633041,0.090103999,0.09375,0.085937999,0.087499999,239856000
2000-01-11,0.079289369,0.086457998,0.090625003,0.086457998,0.089583002,148128000
2000-01-12,0.077259839,0.084244996,0.086589001,0.083072998,0.086457998,123552000
2000-01-13,0.080483422,0.087760001,0.088541999,0.083072998,0.084114999,132192000
2000-01-14,0.083946332,0.091536,0.095182002,0.088802002,0.089063004,604560000
2000-01-18,0.087529399,0.095443003,0.095833004,0.088541999,0.092707999,261648000
2000-01-19,0.086692996,0.094531,0.095833004,0.09375,0.095833004,164688000
2000-01-20,0.086454548,0.094270997,0.100520998,0.093489997,0.095312998,179568000
2000-01-21,0.085498951,0.093229003,0.094401002,0.090884998,0.094010003,544272000
2000-01-24,0.081678368,0.089063004,0.096224003,0.088541999,0.096224003,256944000
2000-01-25,0.080961205,0.088280998,0.090365,0.085417002,0.089452997,237120000
2000-01-26,0.077617504,0.084634997,0.090625003,0.083072998,0.088280998,232464000
2000-01-27,0.073557571,0.080208004,0.085285999,0.077082999,0.085285999,458208000
2000-01-28,0.071408875,0.077864997,0.079687998,0.07474,0.079167001,194448000
2000-01-31,0.070811845,0.077214003,0.079948001,0.072916999,0.078254998,182400000
2000-02-01,0.072482742,0.079035997,0.079687998,0.074478999,0.077344,92976000
2000-02-02,0.074513167,0.081249997,0.082813002,0.079035997,0.079426996,149040000
2000-02-03,0.075707234,0.082552001,0.085547,0.082030997,0.083853997,108240000
2000-02-04,0.07749828,0.084504999,0.085156001,0.082813002,0.085156001,123696000
2000-02-07,0.072722085,0.079296999,0.084895998,0.079167001,0.084895998,217488000
2000-02-08,0.07618501,0.083072998,0.085937999,0.079167001,0.081249997,468816000
2000-02-09,0.078095287,0.085156001,0.087630004,0.085026003,0.086198002,589056000
2000-02-10,0.094096653,0.102604002,0.104166999,0.090365,0.090365,970080000
2000-02-11,0.095530026,0.104166999,0.107813001,0.096615002,0.107681997,423792000
2000-02-14,0.110814169,0.120833002,0.120833002,0.103385001,0.104427002,650112000
2000-02-15,0.106515788,0.116145998,0.121224001,0.111198001,0.121094003,450480000
2000-02-16,0.111411162,0.121483997,0.125521004,0.116145998,0.117448002,1019568000
2000-02-17,0.115351871,0.125781,0.126562998,0.119530998,0.121353999,535776000
2000-02-18,0.128726676,0.140365005,0.142187998,0.123047002,0.123957999,960864000
2000-02-22,0.125143602,0.136457995,0.137759998,0.131249994,0.135938004,542496000
2000-02-23,0.125860751,0.137239993,0.138671994,0.133203,0.134895995,511392000
2000-02-24,0.124666713,0.135938004,0.138932005,0.130208001,0.138021007,244320000
2000-02-25,0.116904519,0.127473995,0.136068001,0.121875003,0.136068001,278736000
2000-02-28,0.116069056,0.126562998,0.128124997,0.124479003,0.126822993,517872000
2000-02-29,0.122277699,0.133332998,0.134895995,0.125781,0.125781,306048000
2000-03-01,0.118695557,0.129427001,0.133332998,0.127343997,0.133332998,383568000
2000-03-02,0.110694967,0.120702997,0.130468994,0.120313004,0.130468994,191040000
2000-03-03,0.112486005,0.122656003,0.123957999,0.119791999,0.120833002,273696000
2000-03-06,0.111769743,0.121875003,0.132813007,0.120833002,0.123438001,432096000
2000-03-07,0.159176663,0.173567995,0.181770995,0.149479002,0.15625,1952208000
2000-03-08,0.160489887,0.174999997,0.176562995,0.160937995,0.173470005,668736000
2000-03-09,0.191626757,0.208951995,0.224999994,0.176562995,0.177083001,952944000
2000-03-10,0.225449815,0.245832995,0.302082986,0.218228996,0.219791993,2161200000
2000-03-13,0.285156697,0.310938001,0.3125,0.220833004,0.222917005,2415168000
2000-03-14,0.210404098,0.229426995,0.30924499,0.224999994,0.30924499,1567776000
2000-03-15,0.201806411,0.220052004,0.252214015,0.212500006,0.245866001,995616000
2000-03-16,0.179923847,0.196190998,0.234896004,0.192968994,0.227082998,750384000
2000-03-17,0.190820694,0.208073005,0.222917005,0.191633999,0.191667005,557616000
2000-03-20,0.190701455,0.207943007,0.223177001,0.201302007,0.216276005,365280000
2000-03-21,0.181267455,0.197656006,0.210155994,0.181250006,0.208333001,536640000
2000-03-22,0.182581559,0.199089006,0.205208004,0.195832998,0.199219003,230592000
2000-03-23,0.185805172,0.202603996,0.213541999,0.196875006,0.197265998,309408000
2000-03-24,0.178043872,0.194141001,0.210417002,0.1875,0.201302007,231600000
2000-03-27,0.166340932,0.181380004,0.200000003,0.179688007,0.193749994,388944000
2000-03-28,0.153922647,0.167839006,0.177083001,0.164582998,0.175129995,393312000
2000-03-29,0.143772364,0.156771004,0.172396004,0.150000006,0.168489993,469440000
2000-03-30,0.142936006,0.155858994,0.170313001,0.146874994,0.152082995,361920000
2000-03-31,0.161415175,0.176008999,0.183072999,0.163542002,0.166503996,962976000
2000-04-03,0.148787916,0.162239999,0.174999997,0.157682002,0.174413994,329952000
2000-04-04,0.143294558,0.15625,0.173697993,0.118749999,0.170833007,513792000
2000-04-05,0.175177962,0.191016003,0.203125,0.149739996,0.157812998,639600000
2000-04-06,0.183297783,0.199870005,0.210025996,0.190365002,0.199870005,404592000
2000-04-07,0.19595544,0.213671997,0.21875,0.201041996,0.209895998,318576000
2000-04-10,0.178640872,0.194792002,0.229947999,0.190754995,0.217317998,395280000
2000-04-11,0.168012783,0.183202997,0.197916999,0.166666999,0.181217,457584000
2000-04-12,0.150578961,0.164193004,0.1875,0.163542002,0.183464006,313440000
2000-04-13,0.144130021,0.157160997,0.171353996,0.154427007,0.165494993,313296000
2000-04-14,0.131443068,0.143326998,0.158464,0.136457995,0.147135004,421920000
2000-04-17,0.138159871,0.150650993,0.15625,0.131249994,0.131249994,294096000
2000-04-18,0.162639558,0.177343994,0.186978996,0.160937995,0.165820003,477504000
2000-04-19,0.15487738,0.168880001,0.185416996,0.166666999,0.182943001,278352000
2000-04-20,0.154041901,0.167969003,0.176693007,0.165625006,0.173437998,153936000
2000-04-24,0.146398917,0.159635007,0.165364996,0.151301995,0.158333004,205968000
2000-04-25,0.162400186,0.177083001,0.182291999,0.166406006,0.166796997,249696000
2000-04-26,0.160728335,0.175260007,0.193749994,0.174999997,0.189453006,254112000
2000-04-27,0.173863813,0.189583004,0.191405997,0.162630007,0.163542002,280992000
2000-04-28,0.170281619,0.185677007,0.200000003,0.185677007,0.192578003,179040000
2000-05-01,0.175774947,0.191667005,0.196875006,0.187108994,0.192708001,119424000
2000-05-02,0.168968379,0.184245005,0.202865005,0.178905994,0.191667005,234000000
2000-05-03,0.166221648,0.181250006,0.189062998,0.166666999,0.183072999,329184000
2000-05-04,0.168252096,0.183464006,0.191146001,0.179297,0.180858999,241200000
2000-05-05,0.176013395,0.191927001,0.196354002,0.180207998,0.182681993,170592000
2000-05-08,0.16956535,0.184896007,0.193749994,0.184634998,0.186978996,185136000
2000-05-09,0.167177275,0.182291999,0.189583004,0.177083001,0.188021004,176832000
2000-05-10,0.1506982,0.164323002,0.180599004,0.162760004,0.180469006,274080000
2000-05-11,0.157146215,0.171353996,0.174348995,0.164453,0.166666999,245904000
2000-05-12,0.152370021,0.166145995,0.185416996,0.166145995,0.176042005,187824000
2000-05-15,0.162878036,0.177604005,0.180469006,0.157291993,0.165364996,282096000
2000-05-16,0.179595545,0.195832998,0.201432005,0.183332995,0.185416996,366432000
2000-05-17,0.211120352,0.230207995,0.238802001,0.206119999,0.206249997,1290624000
2000-05-18,0.196790889,0.214582995,0.235285997,0.213150993,0.231509998,509904000
2000-05-19,0.195119143,0.212760001,0.219791993,0.206771001,0.208333001,521184000
2000-05-22,0.207777515,0.226563007,0.226563007,0.191797003,0.210417002,517152000
2000-05-23,0.206105784,0.224739999,0.245702997,0.217188001,0.220833004,778560000
2000-05-24,0.203478262,0.221874997,0.228125006,0.192187995,0.224479005,739632000
2000-05-25,0.200612381,0.21875,0.238542005,0.216015995,0.225130007,569184000
2000-05-26,0.201627612,0.219857007,0.225911006,0.206249997,0.219857007,183456000
2000-05-30,0.209926307,0.228906006,0.234634995,0.224739999,0.225780994,303648000
2000-05-31,0.218046203,0.237760007,0.241667002,0.228125006,0.228125006,469536000
2000-06-01,0.224136561,0.244400993,0.247005001,0.238280997,0.244791999,418992000
2000-06-02,0.25136289,0.274089009,0.277083009,0.249478996,0.249478996,592176000
